258,494,http://192.168.100.111:4000/uploads/1770093493431-b8evdp.jpg,2026-02-03 04:38:13.743,sample-1770092550849.jpg
257,495,http://192.168.100.111:4000/uploads/1770093493406-avh661.jpg,2026-02-03 04:38:13.743,sample-1770092511703.jpg
259,493,http://192.168.100.111:4000/uploads/1770093493445-7wh0pd.jpg,2026-02-03 04:38:13.743,sample-1770092589807.jpg
260,494,http://192.168.100.111:4000/uploads/1770093493438-47cul8.png,2026-02-03 04:38:13.743,luster_map-1770092579485.png
261,494,http://192.168.100.111:4000/uploads/1770093493453-n5y5zv.png,2026-02-03 04:38:13.743,roughness_proxy-1770092579485.png
262,494,http://192.168.100.111:4000/uploads/1770093493453-g46zij.png,2026-02-03 04:38:13.743,tensile_map-1770092579485.png
263,495,http://192.168.100.111:4000/uploads/1770093493413-kdhus8.png,2026-02-03 04:38:13.743,luster_map-1770092540511.png
264,495,http://192.168.100.111:4000/uploads/1770093493426-xkgwak.png,2026-02-03 04:38:13.743,roughness_proxy-1770092540511.png
265,495,http://192.168.100.111:4000/uploads/1770093493450-y3nnzp.png,2026-02-03 04:38:13.743,tensile_map-1770092540511.png
266,493,http://192.168.100.111:4000/uploads/1770093493445-57wanl.png,2026-02-03 04:38:13.743,luster_map-1770092618658.png
267,493,http://192.168.100.111:4000/uploads/1770093493446-n5isq7.png,2026-02-03 04:38:13.743,roughness_proxy-1770092618658.png
268,493,http://192.168.100.111:4000/uploads/1770093493482-6aipi7.png,2026-02-03 04:38:13.743,tensile_map-1770092618658.png
269,496,http://192.168.100.111:4000/uploads/1770093493839-0t6t5e.jpg,2026-02-03 04:38:13.94,sample-1770092707245.jpg
270,496,http://192.168.100.111:4000/uploads/1770093493854-ycpcs8.png,2026-02-03 04:38:13.94,luster_map-1770092735813.png
271,496,http://192.168.100.111:4000/uploads/1770093493882-5evyz6.png,2026-02-03 04:38:13.94,roughness_proxy-1770092735813.png
272,496,http://192.168.100.111:4000/uploads/1770093493913-czlxbn.png,2026-02-03 04:38:13.94,tensile_map-1770092735813.png
273,497,http://192.168.100.111:4000/uploads/1770093493837-qbcmf7.jpg,2026-02-03 04:38:13.967,sample-1770092668134.jpg
274,497,http://192.168.100.111:4000/uploads/1770093493855-ssb9ut.png,2026-02-03 04:38:13.967,luster_map-1770092696909.png
275,497,http://192.168.100.111:4000/uploads/1770093493931-r5330c.png,2026-02-03 04:38:13.967,roughness_proxy-1770092696909.png
276,497,http://192.168.100.111:4000/uploads/1770093493938-99dool.png,2026-02-03 04:38:13.967,tensile_map-1770092696909.png
277,498,http://192.168.100.111:4000/uploads/1770093493832-tvbbxc.jpg,2026-02-03 04:38:13.97,sample-1770092629006.jpg
278,498,http://192.168.100.111:4000/uploads/1770093493855-fooeo9.png,2026-02-03 04:38:13.97,luster_map-1770092657813.png
