id,batchId,image_capture,classification,luster_value,roughness,tensile_strength,createdAt
40,5,http://backend-production-4bae.up.railway.app/uploads/1771625001732-ybqmdt.jpg,Daratex,2.504528526694985,0.1485653807257416,15.48390118780052,2026-02-20 22:03:22.471
41,5,http://backend-production-4bae.up.railway.app/uploads/1771625001737-1tpnog.jpg,Daratex,2.514774274264574,0.1388819202973307,14.57129780798883,2026-02-20 22:03:22.49
42,5,http://backend-production-4bae.up.railway.app/uploads/1771625002892-vbqibm.jpg,Daratex,2.523994654326232,0.2435174615666842,17.1413131187513,2026-02-20 22:03:23.046
43,5,http://backend-production-4bae.up.railway.app/uploads/1771625002855-24o06z.jpg,Daratex,2.511072778043145,0.1918714785441704,15.63706621021696,2026-02-20 22:03:23.052
44,5,http://backend-production-4bae.up.railway.app/uploads/1771625003420-xnrnon.jpg,Daratex,2.513442609201802,0.1368624074862455,14.75082350918037,2026-02-20 22:03:23.473
45,5,http://backend-production-4bae.up.railway.app/uploads/1771625003420-ipt0ih.jpg,Daratex,2.566824739752571,0.1616113051126217,14.63449042134513,2026-02-20 22:03:23.501
46,5,http://backend-production-4bae.up.railway.app/uploads/1771625003087-2kad4k.jpg,Daratex,2.690901752238982,0.3563514352095576,15.42518892775609,2026-02-20 22:03:23.802
47,5,http://backend-production-4bae.up.railway.app/uploads/1771625003843-w6pojk.jpg,Daratex,2.544449175028326,0.1440458137080206,15.36454021615334,2026-02-20 22:03:23.894
48,5,http://backend-production-4bae.up.railway.app/uploads/1771625003788-h8dkq8.jpg,Daratex,2.554667110625064,0.2445770938196167,14.0435548984928,2026-02-20 22:03:24.281
49,5,http://backend-production-4bae.up.railway.app/uploads/1771625004266-ajvpwe.jpg,Daratex,2.413517000730473,0.291695967310004,13.89346064971389,2026-02-20 22:03:24.312
50,5,http://backend-production-4bae.up.railway.app/uploads/1771625004172-heyg2c.jpg,Daratex,2.514847473349877,0.09899291454089842,15.07488171676212,2026-02-20 22:03:24.323
51,5,http://backend-production-4bae.up.railway.app/uploads/1771625004471-v50zg3.jpg,Daratex,2.534340039601336,0.1121829629556775,15.35635120833301,2026-02-20 22:03:24.541
52,5,http://backend-production-4bae.up.railway.app/uploads/1771625004708-eeo5p7.jpg,Daratex,2.536199151057348,0.1223745344920197,14.10230698595766,2026-02-20 22:03:24.753
53,5,http://backend-production-4bae.up.railway.app/uploads/1771625004726-x4kbgh.jpg,Daratex,2.544639301883092,0.1097844775096143,14.36332845410874,2026-02-20 22:03:24.773
54,5,http://backend-production-4bae.up.railway.app/uploads/1771625004715-k31kur.jpg,Daratex,2.642357201426948,0.2247876876951577,14.32296405548855,2026-02-20 22:03:24.789
55,5,http://backend-production-4bae.up.railway.app/uploads/1771625004978-0reqpk.jpg,Abaca,2.488614243223513,0.09373742251224584,14.19671019277713,2026-02-20 22:03:25.02
56,5,http://backend-production-4bae.up.railway.app/uploads/1771625005115-swd02y.jpg,Daratex,2.51744190969899,0.2068219339930615,14.15530636968945,2026-02-20 22:03:25.155
57,5,http://backend-production-4bae.up.railway.app/uploads/1771625005178-opdvhs.jpg,Daratex,2.5918379573021,0.244162564598281,14.10600093732239,2026-02-20 22:03:25.225
58,5,http://backend-production-4bae.up.railway.app/uploads/1771625005296-nvo5q3.jpg,Daratex,2.535028691258863,0.0972142587236542,14.85718751634974,2026-02-20 22:03:25.34
59,3,http://backend-production-4bae.up.railway.app/uploads/1771627180472-0adw8c.jpg,Daratex,10,5,14.27354758108413,2026-02-20 22:39:40.929
60,3,http://backend-production-4bae.up.railway.app/uploads/1771638884465-6tr9w7.jpg,Daratex,2.509617422056187,0.1921289516334333,20.80120067673406,2026-02-21 01:54:45.659
61,3,http://backend-production-4bae.up.railway.app/uploads/1771638884723-rhfj52.jpg,Daratex,2.528965963246209,0.122346737459842,21.99766586159632,2026-02-21 01:54:45.868
62,3,http://backend-production-4bae.up.railway.app/uploads/1771638884953-6azanb.jpg,Daratex,2.54925144098882,0.1190368017229079,23.91912151909684,2026-02-21 01:54:46.142
63,3,http://backend-production-4bae.up.railway.app/uploads/1771657529379-v7ew51.jpg,Daratex,10,5,12.79271548404645,2026-02-21 07:05:29.903
64,3,http://backend-production-4bae.up.railway.app/uploads/1771657529420-60e93b.jpg,Abaca,10,5,11.17156427342429,2026-02-21 07:05:29.913
65,3,http://backend-production-4bae.up.railway.app/uploads/1771657530181-gosz6k.jpg,Abaca,2.647221078163331,0.0766645801169775,12.70291781286649,2026-02-21 07:05:30.722
66,3,http://backend-production-4bae.up.railway.app/uploads/1771657531004-fhpkka.jpg,Daratex,2.60477807383736,0.1049958305325369,11.98224506797587,2026-02-21 07:05:31.193
67,3,http://backend-production-4bae.up.railway.app/uploads/1771657531357-904hz1.jpg,Abaca,10,5,12.63147591075347,2026-02-21 07:05:44.69
68,3,http://backend-production-4bae.up.railway.app/uploads/1771657530285-dt1hhl.jpg,Daratex,10,5,100,2026-02-21 07:05:52.25
69,3,http://backend-production-4bae.up.railway.app/uploads/1771657924779-l3cu4p.jpg,Daratex,2.571118943759569,0.1098090096063736,12.29828948784873,2026-02-21 07:12:05.497
70,3,http://backend-production-4bae.up.railway.app/uploads/1771659177560-0hsrsb.jpg,Abaca,2.538275222267746,0.05092771250498524,13.7595682325673,2026-02-21 07:32:58.104
71,3,http://backend-production-4bae.up.railway.app/uploads/1771839461475-ejadpx.jpg,Abaca,10,5,26.93491090681729,2026-02-23 09:37:41.914
72,3,http://backend-production-4bae.up.railway.app/uploads/1771839461534-4fv4an.jpg,Daratex,0.5433097138604999,0.06118055176855303,43.94986012238542,2026-02-23 09:37:42.019
73,3,http://backend-production-4bae.up.railway.app/uploads/1771839461845-8jo4ey.jpg,Abaca,10,5,26.93491090681729,2026-02-23 09:37:42.437
74,3,http://backend-production-4bae.up.railway.app/uploads/1771839462146-t1kiee.jpg,Mixed,10,5,23.4155257617321,2026-02-23 09:37:42.644
75,3,http://backend-production-4bae.up.railway.app/uploads/1771846553089-pzsy7y.jpg,Abaca,0.6808819621801376,0.1434597596526146,11.28866260500911,2026-02-23 11:35:53.617
76,3,http://backend-production-4bae.up.railway.app/uploads/1771846553077-ltxbt1.jpg,Abaca,0.5993285775184631,0.1241640821099281,13.71755102659011,2026-02-23 11:35:53.654
77,3,http://backend-production-4bae.up.railway.app/uploads/1771846553171-fneazs.jpg,Daratex,0.3959647938609123,0.0869553554803133,15.2813826631052,2026-02-23 11:35:53.895
78,3,http://backend-production-4bae.up.railway.app/uploads/1771846554195-seikyj.jpg,Daratex,0.612976960837841,0.134558692574501,15.30538596443846,2026-02-23 11:35:55.025
79,3,http://backend-production-4bae.up.railway.app/uploads/1771846554598-5qf8pb.jpg,Daratex,0.2779685147106647,0.06743258982896805,12.23448842381541,2026-02-23 11:35:55.427
80,3,http://backend-production-4bae.up.railway.app/uploads/1771846577015-pxbflx.jpg,Daratex,0.7114837318658829,0.1327415630221367,15.47293319623262,2026-02-23 11:36:17.607
81,3,http://backend-production-4bae.up.railway.app/uploads/1771846809547-ptpwg0.jpg,Abaca,0.09829343855381012,0.9181803464889526,11.41699445079519,2026-02-23 11:40:14.6
82,3,http://backend-production-4bae.up.railway.app/uploads/1771846810386-ifcxvj.jpg,Abaca,0.04161613434553146,0.7260598540306091,9.350285431432809,2026-02-23 11:40:16.391
83,3,http://backend-production-4bae.up.railway.app/uploads/1771847220311-kzvhfw.jpg,Abaca,0.05207263678312302,0.8225535154342651,14.84690400099531,2026-02-23 11:47:00.974
84,7,http://backend-production-4bae.up.railway.app/uploads/1771848914553-u6gdi5.jpg,Mixed,0.05309874564409256,0.8069188594818115,14.67351563642841,2026-02-23 12:15:15.207
85,7,http://backend-production-4bae.up.railway.app/uploads/1771848914667-nsy0hq.jpg,Mixed,0.05227450281381607,0.8013001680374146,14.67351563642841,2026-02-23 12:15:15.277
86,7,http://backend-production-4bae.up.railway.app/uploads/1771848915449-jx7qu7.jpg,Mixed,0.052442766726017,0.7655573487281799,14.67351563642841,2026-02-23 12:15:16.078
87,7,http://backend-production-4bae.up.railway.app/uploads/1771848915897-2x2xa4.jpg,Mixed,0.05796448886394501,0.65906822681427,14.67351563642841,2026-02-23 12:15:16.691
88,7,http://backend-production-4bae.up.railway.app/uploads/1771848915152-bxk3x8.jpg,Mixed,0.05270774662494659,0.7893337607383728,14.67351563642841,2026-02-23 12:15:19.965
89,7,http://backend-production-4bae.up.railway.app/uploads/1771850329901-mf2tyu.jpg,Mixed,0.0517219714820385,0.7963093519210815,14.67351563642841,2026-02-23 12:38:50.738
90,7,http://backend-production-4bae.up.railway.app/uploads/1771850330204-mz0isf.jpg,Mixed,0.05643891915678978,0.6066855192184448,14.67351563642841,2026-02-23 12:38:50.944
91,7,http://backend-production-4bae.up.railway.app/uploads/1771850330242-bc44ak.jpg,Mixed,0.05253659561276436,0.8029912710189819,14.67351563642841,2026-02-23 12:38:51.012
92,7,http://backend-production-4bae.up.railway.app/uploads/1771850330933-wkqv5t.jpg,Mixed,0.05182641372084618,0.7745110392570496,14.67351563642841,2026-02-23 12:38:51.104
93,7,http://backend-production-4bae.up.railway.app/uploads/1771850331325-gmuux1.jpg,Mixed,0.05220157280564308,0.7665489315986633,14.67351563642841,2026-02-23 12:38:51.504
94,7,http://backend-production-4bae.up.railway.app/uploads/1771850331353-0ct7ji.jpg,Mixed,0.05190002173185349,0.7673028111457825,14.67351563642841,2026-02-23 12:38:51.862
95,8,http://backend-production-4bae.up.railway.app/uploads/1771931716602-bxc2xn.jpg,Abaca,0.05889611318707466,0.8006868362426758,12.79846274728743,2026-02-24 11:15:17.232
96,8,http://backend-production-4bae.up.railway.app/uploads/1771931716632-xvkfqd.jpg,Abaca,0.05889611318707466,0.8006868362426758,12.79846274728743,2026-02-24 11:15:17.249
97,8,http://backend-production-4bae.up.railway.app/uploads/1771931716712-mhcdhj.jpg,Abaca,0.07439892739057541,0.8254604339599609,12.90534079871074,2026-02-24 11:15:17.319
98,8,http://backend-production-4bae.up.railway.app/uploads/1771931717465-eh99xd.jpg,Abaca,0.07439892739057541,0.8254604339599609,12.90534079871074,2026-02-24 11:15:17.612
99,8,http://backend-production-4bae.up.railway.app/uploads/1771931717468-v7k5l9.jpg,Abaca,0.05047344043850899,0.8179032802581787,12.36648744165809,2026-02-24 11:15:17.619
100,8,http://backend-production-4bae.up.railway.app/uploads/1771931717521-k9zjns.jpg,Abaca,0.05047344043850899,0.8179032802581787,12.36648744165809,2026-02-24 11:15:17.671
101,8,http://backend-production-4bae.up.railway.app/uploads/1771931717782-o5dkeo.jpg,Abaca,0.06973955780267715,0.7979003190994263,12.90960124209358,2026-02-24 11:15:17.926
102,8,http://backend-production-4bae.up.railway.app/uploads/1771931717793-m06cr6.jpg,Abaca,0.06973955780267715,0.7979003190994263,12.90960124209358,2026-02-24 11:15:17.939
103,8,http://backend-production-4bae.up.railway.app/uploads/1771931717847-l2xzns.jpg,Abaca,0.1595643758773804,0.7859519720077515,13.61966507721987,2026-02-24 11:15:18.002
104,8,http://backend-production-4bae.up.railway.app/uploads/1771931718099-84k625.jpg,Abaca,0.1595643758773804,0.7859519720077515,13.61966507721987,2026-02-24 11:15:18.241
105,8,http://backend-production-4bae.up.railway.app/uploads/1771931718121-q8iuj3.jpg,Abaca,0.1003541424870491,0.7757236957550049,14.02833978350931,2026-02-24 11:15:18.263
106,8,http://backend-production-4bae.up.railway.app/uploads/1771931718194-50pq7a.jpg,Abaca,0.1003541424870491,0.7757236957550049,14.02833978350931,2026-02-24 11:15:18.38
107,8,http://backend-production-4bae.up.railway.app/uploads/1771931718443-u96ety.jpg,Abaca,0.09974092245101929,0.7696657776832581,14.02833978350931,2026-02-24 11:15:18.585
108,8,http://backend-production-4bae.up.railway.app/uploads/1771931718420-8j1tjj.jpg,Abaca,0.09974092245101929,0.7696657776832581,14.02833978350931,2026-02-24 11:15:18.641
109,8,http://backend-production-4bae.up.railway.app/uploads/1771931718548-368u3u.jpg,Abaca,0.07016750425100327,0.8923830986022949,12.31542921729819,2026-02-24 11:15:18.695
110,8,http://backend-production-4bae.up.railway.app/uploads/1771931718749-6fviu5.jpg,Abaca,0.07016750425100327,0.8923830986022949,12.31542921729819,2026-02-24 11:15:18.893
111,8,http://backend-production-4bae.up.railway.app/uploads/1771931718811-vex68i.jpg,Abaca,0.06969252228736877,0.8574771285057068,13.057470947336,2026-02-24 11:15:18.957
112,8,http://backend-production-4bae.up.railway.app/uploads/1771931718868-df8r6p.jpg,Abaca,0.06969252228736877,0.8574771285057068,13.057470947336,2026-02-24 11:15:19.019
113,8,http://backend-production-4bae.up.railway.app/uploads/1771931719058-l52i5e.jpg,Abaca,0.0813409835100174,0.9173078536987305,12.32093391164545,2026-02-24 11:15:19.209
114,8,http://backend-production-4bae.up.railway.app/uploads/1771931719130-sdl299.jpg,Abaca,0.0813409835100174,0.9173078536987305,12.32093391164545,2026-02-24 11:15:19.279
115,8,http://backend-production-4bae.up.railway.app/uploads/1771931719193-k14pv3.jpg,Abaca,0.05746004357933998,0.8810524940490723,12.18219815729553,2026-02-24 11:15:19.343
116,8,http://backend-production-4bae.up.railway.app/uploads/1771931719375-ws6k7d.jpg,Abaca,0.05746004357933998,0.8810524940490723,12.18219815729553,2026-02-24 11:15:19.526
117,8,http://backend-production-4bae.up.railway.app/uploads/1771931719443-vanqxx.jpg,Abaca,0.05680164322257042,0.9720727801322937,11.8637849754818,2026-02-24 11:15:19.588
118,8,http://backend-production-4bae.up.railway.app/uploads/1771931719508-4gep5s.jpg,Abaca,0.05680164322257042,0.9720727801322937,11.8637849754818,2026-02-24 11:15:19.661
119,8,http://backend-production-4bae.up.railway.app/uploads/1771931719694-l99a6g.jpg,Abaca,0.05101552605628967,0.8663631677627563,13.43003276426766,2026-02-24 11:15:19.84
120,8,http://backend-production-4bae.up.railway.app/uploads/1771931719754-vnol6y.jpg,Abaca,0.05101552605628967,0.8663631677627563,13.43003276426766,2026-02-24 11:15:19.905
121,8,http://backend-production-4bae.up.railway.app/uploads/1771931719878-a4vg7e.jpg,Abaca,0.05366175249218941,0.8858577609062195,12.23347149590277,2026-02-24 11:15:20.018
122,8,http://backend-production-4bae.up.railway.app/uploads/1771931720035-wp65of.jpg,Abaca,0.05366175249218941,0.8858577609062195,12.23347149590277,2026-02-24 11:15:20.168
123,8,http://backend-production-4bae.up.railway.app/uploads/1771931720076-dxxfza.jpg,Abaca,0.05270829051733017,0.9175847768783569,12.17330292217694,2026-02-24 11:15:20.221
124,8,http://backend-production-4bae.up.railway.app/uploads/1771931720187-a98tzc.jpg,Abaca,0.05270829051733017,0.9175847768783569,12.17330292217694,2026-02-24 11:15:20.333
125,8,http://backend-production-4bae.up.railway.app/uploads/1771931720359-49fr45.jpg,Abaca,0.05040976032614708,0.8828988671302795,11.66854827806195,2026-02-24 11:15:20.501
126,8,http://backend-production-4bae.up.railway.app/uploads/1771931720397-lq8xsc.jpg,Abaca,0.05040976032614708,0.8828988671302795,11.66854827806195,2026-02-24 11:15:20.542
127,8,http://backend-production-4bae.up.railway.app/uploads/1771931720507-7346im.jpg,Abaca,0.05775942653417587,0.7229525446891785,11.66854827806195,2026-02-24 11:15:20.652
128,8,http://backend-production-4bae.up.railway.app/uploads/1771931720677-gs2uhf.jpg,Abaca,0.05775942653417587,0.7229525446891785,11.66854827806195,2026-02-24 11:15:20.827
129,8,http://backend-production-4bae.up.railway.app/uploads/1771931720727-3fxkfl.jpg,Abaca,0.06899465620517731,0.8771927356719971,13.27605911586894,2026-02-24 11:15:20.868
130,8,http://backend-production-4bae.up.railway.app/uploads/1771931720829-az6f71.jpg,Abaca,0.06899465620517731,0.8771927356719971,13.27605911586894,2026-02-24 11:15:20.975
131,8,http://backend-production-4bae.up.railway.app/uploads/1771931721000-eukar9.jpg,Abaca,0.07628101855516434,0.8423252105712891,13.26276491002916,2026-02-24 11:15:21.195
135,8,http://backend-production-4bae.up.railway.app/uploads/1771931721466-qwq8p7.jpg,Abaca,0.07092803716659546,0.8664730191230774,13.60973014724131,2026-02-24 11:15:21.613
136,8,http://backend-production-4bae.up.railway.app/uploads/1771931721373-9roddy.jpg,Abaca,0.07092803716659546,0.8664730191230774,13.60973014724131,2026-02-24 11:15:21.821
137,8,http://backend-production-4bae.up.railway.app/uploads/1771931721793-a53tu9.jpg,Abaca,0.1309688687324524,0.8443857431411743,11.82352435754064,2026-02-24 11:15:21.936
138,8,http://backend-production-4bae.up.railway.app/uploads/1771931721770-q6c6oc.jpg,Abaca,0.1309688687324524,0.8443857431411743,11.82352435754064,2026-02-24 11:15:21.956
139,8,http://backend-production-4bae.up.railway.app/uploads/1771931721988-9q3h2a.jpg,Abaca,0.07624006271362305,0.8025180697441101,11.77590405123055,2026-02-24 11:15:22.137
140,8,http://backend-production-4bae.up.railway.app/uploads/1771931722103-8mq4l7.jpg,Abaca,0.07624006271362305,0.8025180697441101,11.77590405123055,2026-02-24 11:15:22.254
141,8,http://backend-production-4bae.up.railway.app/uploads/1771931722133-0bbf11.jpg,Abaca,0.08496186882257462,0.8427674174308777,11.11685955895253,2026-02-24 11:15:22.323
142,8,http://backend-production-4bae.up.railway.app/uploads/1771931722315-gcw9uf.jpg,Abaca,0.08496186882257462,0.8427674174308777,11.11685955895253,2026-02-24 11:15:22.456
143,8,http://backend-production-4bae.up.railway.app/uploads/1771931722432-ke4bel.jpg,Abaca,0.08637603372335434,0.8396894931793213,11.11685955895253,2026-02-24 11:15:22.577
144,8,http://backend-production-4bae.up.railway.app/uploads/1771931722512-gcidof.jpg,Abaca,0.08637603372335434,0.8396894931793213,11.11685955895253,2026-02-24 11:15:22.679
145,8,http://backend-production-4bae.up.railway.app/uploads/1771931722650-6he8bz.jpg,Abaca,0.06494605541229248,0.7760180234909058,11.11685955895253,2026-02-24 11:15:22.798
132,8,http://backend-production-4bae.up.railway.app/uploads/1771931721051-1r85xc.jpg,Abaca,0.07628101855516434,0.8423252105712891,13.26276491002916,2026-02-24 11:15:21.204
133,8,http://backend-production-4bae.up.railway.app/uploads/1771931721149-57o8dw.jpg,Abaca,0.07855204492807388,0.8660351634025574,12.92338800552752,2026-02-24 11:15:21.298
134,8,http://backend-production-4bae.up.railway.app/uploads/1771931721367-a40tvf.jpg,Abaca,0.07855204492807388,0.8660351634025574,12.92338800552752,2026-02-24 11:15:21.582
146,8,http://backend-production-4bae.up.railway.app/uploads/1771932660396-ir647v.jpg,Abaca,0.04871645569801331,0.818334698677063,12.15259471188392,2026-02-24 11:31:01.041
147,8,http://backend-production-4bae.up.railway.app/uploads/1771932660419-j8vi76.jpg,Abaca,0.04871645569801331,0.818334698677063,12.15259471188392,2026-02-24 11:31:01.046
148,8,http://backend-production-4bae.up.railway.app/uploads/1771932660527-5stlo4.jpg,Abaca,0.0472692996263504,0.8122020959854126,12.10273550569821,2026-02-24 11:31:01.117
149,8,http://backend-production-4bae.up.railway.app/uploads/1771932661232-5clyyc.jpg,Abaca,0.0472692996263504,0.8122020959854126,12.10273550569821,2026-02-24 11:31:01.381
150,8,http://backend-production-4bae.up.railway.app/uploads/1771932661245-gw8gz3.jpg,Abaca,0.04608461633324623,0.8194352984428406,12.15259471188392,2026-02-24 11:31:01.389
151,8,http://backend-production-4bae.up.railway.app/uploads/1771932661304-lfs19k.jpg,Abaca,0.04608461633324623,0.8194352984428406,12.15259471188392,2026-02-24 11:31:01.452
152,8,http://backend-production-4bae.up.railway.app/uploads/1771932661557-a0ny4g.jpg,Abaca,0.04740817844867706,0.8925942182540894,13.28388683627277,2026-02-24 11:31:01.706
153,8,http://backend-production-4bae.up.railway.app/uploads/1771932661573-6m2ni5.jpg,Abaca,0.04740817844867706,0.8925942182540894,13.28388683627277,2026-02-24 11:31:01.717
154,8,http://backend-production-4bae.up.railway.app/uploads/1771932661623-o2z4cr.jpg,Abaca,0.04930487647652626,0.9572393298149109,12.63529128373215,2026-02-24 11:31:01.768
155,8,http://backend-production-4bae.up.railway.app/uploads/1771932661905-rlzdzp.jpg,Abaca,0.04696933925151825,0.8711085915565491,13.28388683627277,2026-02-24 11:31:02.05
156,8,http://backend-production-4bae.up.railway.app/uploads/1771932661904-2lbvu9.jpg,Abaca,0.04930487647652626,0.9572393298149109,12.63529128373215,2026-02-24 11:31:02.055
157,8,http://backend-production-4bae.up.railway.app/uploads/1771932661952-7qo8tn.jpg,Abaca,0.04696933925151825,0.8711085915565491,13.28388683627277,2026-02-24 11:31:02.13
158,8,http://backend-production-4bae.up.railway.app/uploads/1771932662268-d8mgcn.jpg,Abaca,0.04935266077518463,0.7826387882232666,13.28388683627277,2026-02-24 11:31:02.413
159,8,http://backend-production-4bae.up.railway.app/uploads/1771932662276-jch4eb.jpg,Abaca,0.04935266077518463,0.7826387882232666,13.28388683627277,2026-02-24 11:31:02.413
160,8,http://backend-production-4bae.up.railway.app/uploads/1771932662331-59puoq.jpg,Abaca,0.05191823467612267,0.8951654434204102,12.63529128373215,2026-02-24 11:31:02.481
161,8,http://backend-production-4bae.up.railway.app/uploads/1771932662580-z5pjpu.jpg,Abaca,0.05191823467612267,0.8951654434204102,12.63529128373215,2026-02-24 11:31:02.73
162,8,http://backend-production-4bae.up.railway.app/uploads/1771932662599-3q8lzm.jpg,Abaca,0.08255182951688766,0.8810763359069824,12.18638520820247,2026-02-24 11:31:02.745
163,8,http://backend-production-4bae.up.railway.app/uploads/1771932662652-rdfkma.jpg,Abaca,0.08255182951688766,0.8810763359069824,12.18638520820247,2026-02-24 11:31:02.798
164,8,http://backend-production-4bae.up.railway.app/uploads/1771932662913-nraury.jpg,Abaca,0.07424296438694,0.89543616771698,12.83748083978568,2026-02-24 11:31:03.062
165,8,http://backend-production-4bae.up.railway.app/uploads/1771932663036-ykyikk.jpg,Abaca,0.07424296438694,0.89543616771698,12.83748083978568,2026-02-24 11:31:03.182
166,8,http://backend-production-4bae.up.railway.app/uploads/1771932663084-vfxb31.jpg,Abaca,0.08353555202484131,0.8272478580474854,12.42131452605379,2026-02-24 11:31:03.23
167,8,http://backend-production-4bae.up.railway.app/uploads/1771932663230-ey1xs7.jpg,Abaca,0.08353555202484131,0.8272478580474854,12.42131452605379,2026-02-24 11:31:03.377
168,8,http://backend-production-4bae.up.railway.app/uploads/1771932663355-gtedzq.jpg,Abaca,0.0529472641646862,0.9110952615737915,11.91558641028861,2026-02-24 11:31:03.5
169,8,http://backend-production-4bae.up.railway.app/uploads/1771932663406-8ar32y.jpg,Abaca,0.0529472641646862,0.9110952615737915,11.91558641028861,2026-02-24 11:31:03.561
170,8,http://backend-production-4bae.up.railway.app/uploads/1771932663545-v0j139.jpg,Abaca,0.04713010042905807,0.8287601470947266,12.49337156561439,2026-02-24 11:31:03.729
171,8,http://backend-production-4bae.up.railway.app/uploads/1771932663665-1hadif.jpg,Abaca,0.04713010042905807,0.8287601470947266,12.49337156561439,2026-02-24 11:31:03.813
